"","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20","step_21","step_22","step_23","step_24","step_25","step_26","step_27","step_28","step_29","step_30","step_31","step_32","step_33","step_34","step_35","step_36","step_37","step_38","step_39","step_40","step_41","step_42","step_43","step_44","step_45","step_46","step_47","step_48","step_49","step_50","step_51","step_52","step_53","step_54","step_55","step_56","step_57","step_58","step_59","step_60","step_61","step_62","step_63","step_64","step_65","step_66","step_67","step_68","step_69","step_70","step_71","step_72","step_73","step_74","step_75","step_76","step_77","step_78","step_79","step_80","step_81","step_82","step_83","step_84","step_85","step_86","step_87","step_88","step_89","step_90","step_91","step_92","step_93","step_94","step_95","step_96","step_97","step_98","step_99","step_100"
"0.16324088582769x0.656454290496185",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.385449852561578x0.240257179364562",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.499823161168024x0.0716039470862597",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.320223370101303x0.72575502214022",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.807426817249507x0.599815436871722",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.890462962677702x0.895372201455757",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.869311328046024x0.338004337623715",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.455916413804516x0.35526469675824",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.533511005342007x0.933872084133327",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.85887738969177x0.961702926782891",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.016517071519047x0.717759198741987",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.254500123206526x0.923387592891231",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.671985822729766x0.878518066136166",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.795815123012289x0.37329681403935",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.120303138857707x0.788585555739701",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.152700863545761x0.930389468092471",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.966730979038402x0.0668422223534435",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.906278225593269x0.0898316625971347",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.20794471190311x0.258577858796343",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.185404386138543x0.596962177427486",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.279081322485581x0.896898709703237",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.184360376559198x0.637491587549448",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.429595980094746x0.270821397192776",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.926115831360221x0.0612236568704247",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.470836646389216x0.0195190061349422",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.958011653041467x0.78180565754883",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.418175313156098x0.519304687390104",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.967758078826591x0.791404999792576",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.373772656545043x0.382600374985486",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.943461649818346x0.12782776216045",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.361969968769699x0.907455211039633",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.887471635825932x0.67565774731338",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.394159336341545x0.730094059137627",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.207199484109879x0.570667457766831",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.287088214419782x0.896953347371891",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.0351691604591906x0.561820542672649",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.12652568006888x0.956937370123342",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.509184994501993x0.288140003569424",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.124320277012885x0.271023271372542",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.938501888653263x0.376628658967093",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.589905064553022x0.801320791710168",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.931244477862492x0.462918337900192",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.816882956307381x0.129007094306871",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.430881003616378x0.0699096827302128",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.40820982074365x0.224049203563482",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.378948492463678x0.0996698078233749",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.327695414423943x0.0696736462414265",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.469780905172229x0.489107344998047",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.20988642796874x0.965623465366662",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.345885516377166x0.975760624976829",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.843592231161892x0.746766695985571",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.656203505815938x0.425665156682953",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.543982702773064x0.670204689260572",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.194398030405864x0.921046767849475",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.423271387116984x0.851029533660039",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.327387595782056x0.0100712333805859",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.0196918945293874x0.287139768479392",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.114416729193181x0.888403862249106",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.0550208885688335x0.153754059458151",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.237086399691179x0.595788899576291",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.00974364043213427x0.967342180665582",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.877661232370883x0.341624110471457",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
